month,level_1,value
1996-10,All Items Less Accommodation,na
1996-11,All Items,72.558
1996-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-11,All Items Less Accommodation,na
1996-12,All Items,72.692
1996-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-12,All Items Less Accommodation,na
1997-01,All Items,72.846
1997-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-01,All Items Less Accommodation,na
1997-02,All Items,73.219
1997-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-02,All Items Less Accommodation,na
1997-03,All Items,72.859
1997-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-03,All Items Less Accommodation,na
1997-04,All Items,73.195
1997-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-04,All Items Less Accommodation,na
1997-05,All Items,73.346
1997-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-05,All Items Less Accommodation,na
1997-06,All Items,73.474
1997-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-06,All Items Less Accommodation,na
1997-07,All Items,73.761
1997-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-07,All Items Less Accommodation,na
1997-08,All Items,74.013
1997-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-08,All Items Less Accommodation,na
1997-09,All Items,74.168
1997-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-09,All Items Less Accommodation,na
1997-10,All Items,74.205
1997-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-10,All Items Less Accommodation,na
1997-11,All Items,74.258
1997-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-11,All Items Less Accommodation,na
1997-12,All Items,74.181
1997-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-12,All Items Less Accommodation,na
1998-01,All Items,73.952
1998-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-01,All Items Less Accommodation,na
1998-02,All Items,73.904
1998-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-02,All Items Less Accommodation,na
1998-03,All Items,73.524
1998-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-03,All Items Less Accommodation,na
1998-04,All Items,73.566
1998-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-04,All Items Less Accommodation,na
1998-05,All Items,73.393
1998-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-05,All Items Less Accommodation,na
1998-06,All Items,73.333
1998-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-06,All Items Less Accommodation,na
1998-07,All Items,73.408
1998-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-07,All Items Less Accommodation,na
1998-08,All Items,73.3
1998-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-08,All Items Less Accommodation,na
1998-09,All Items,73.231
1998-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-09,All Items Less Accommodation,na
1998-10,All Items,73.116
1998-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-10,All Items Less Accommodation,na
1998-11,All Items,73.283
1998-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-11,All Items Less Accommodation,na
1998-12,All Items,73.121
1998-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-12,All Items Less Accommodation,na
1999-01,All Items,73.273
1999-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-01,All Items Less Accommodation,na
1999-02,All Items,73.364
1999-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-02,All Items Less Accommodation,na
1999-03,All Items,73.142
1999-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-03,All Items Less Accommodation,na
1999-04,All Items,73.331
1999-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-04,All Items Less Accommodation,na
1999-05,All Items,73.499
1999-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-05,All Items Less Accommodation,na
1999-06,All Items,73.426
1999-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-06,All Items Less Accommodation,na
1999-07,All Items,73.528
1999-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-07,All Items Less Accommodation,na
1999-08,All Items,73.574
1999-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-08,All Items Less Accommodation,na
1999-09,All Items,73.546
1999-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-09,All Items Less Accommodation,na
1999-10,All Items,73.491
1999-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-10,All Items Less Accommodation,na
1999-11,All Items,73.545
1999-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-11,All Items Less Accommodation,na
1999-12,All Items,73.616
1999-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-12,All Items Less Accommodation,na
2000-01,All Items,73.942
2000-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-01,All Items Less Accommodation,73.19
2000-02,All Items,74.294
2000-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-02,All Items Less Accommodation,73.598
2000-03,All Items,74.039
2000-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-03,All Items Less Accommodation,73.302
2000-04,All Items,74.146
2000-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-04,All Items Less Accommodation,73.426
2000-05,All Items,73.878
2000-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-05,All Items Less Accommodation,73.115
2000-06,All Items,73.999
2000-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-06,All Items Less Accommodation,73.256
2000-07,All Items,74.378
2000-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-07,All Items Less Accommodation,73.678
2000-08,All Items,74.769
2000-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-08,All Items Less Accommodation,74.132
2000-09,All Items,74.787
2000-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-09,All Items Less Accommodation,74.152
2000-10,All Items,74.844
2000-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-10,All Items Less Accommodation,74.173
2000-11,All Items,75.009
2000-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-11,All Items Less Accommodation,74.364
2000-12,All Items,75.135
2000-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-12,All Items Less Accommodation,74.51
2001-01,All Items,75.413
2001-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-01,All Items Less Accommodation,74.784
2001-02,All Items,75.27
2001-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-02,All Items Less Accommodation,74.619
2001-03,All Items,75.404
2001-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-03,All Items Less Accommodation,74.775
2001-04,All Items,75.611
2001-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-04,All Items Less Accommodation,75.015
2001-05,All Items,75.307
2001-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-05,All Items Less Accommodation,74.662
2001-06,All Items,74.894
2001-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-06,All Items Less Accommodation,74.183
2001-07,All Items,75.343
2001-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-07,All Items Less Accommodation,74.708
2001-08,All Items,75.299
2001-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-08,All Items Less Accommodation,74.657
2001-09,All Items,75.195
2001-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-09,All Items Less Accommodation,74.536
2001-10,All Items,75.005
2001-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-10,All Items Less Accommodation,74.328
2001-11,All Items,74.847
2001-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-11,All Items Less Accommodation,74.145
2001-12,All Items,74.693
2001-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-12,All Items Less Accommodation,73.965
2002-01,All Items,74.584
2002-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-01,All Items Less Accommodation,73.869
2002-02,All Items,74.804
2002-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-02,All Items Less Accommodation,74.124
2002-03,All Items,74.734
2002-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-03,All Items Less Accommodation,74.043
2002-04,All Items,74.814
2002-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-04,All Items Less Accommodation,74.182
2002-05,All Items,75.047
2002-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-05,All Items Less Accommodation,74.452
2002-06,All Items,75
2002-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-06,All Items Less Accommodation,74.398
2002-07,All Items,75.023
2002-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-07,All Items Less Accommodation,74.46
2002-08,All Items,74.97
2002-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-08,All Items Less Accommodation,74.399
2002-09,All Items,74.877
2002-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-09,All Items Less Accommodation,74.29
2002-10,All Items,74.855
2002-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-10,All Items Less Accommodation,74.292
2002-11,All Items,75.022
2002-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-11,All Items Less Accommodation,74.486
2002-12,All Items,75.019
2002-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2002-12,All Items Less Accommodation,74.484
2003-01,All Items,75.235
2003-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-01,All Items Less Accommodation,74.767
2003-02,All Items,75.097
2003-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-02,All Items Less Accommodation,74.607
2003-03,All Items,75.307
2003-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-03,All Items Less Accommodation,74.849
2003-04,All Items,75.46
2003-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-04,All Items Less Accommodation,75.068
2003-05,All Items,74.981
2003-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-05,All Items Less Accommodation,74.513
2003-06,All Items,74.757
2003-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-06,All Items Less Accommodation,74.253
2003-07,All Items,75.224
2003-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-07,All Items Less Accommodation,74.832
2003-08,All Items,75.312
2003-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-08,All Items Less Accommodation,74.935
2003-09,All Items,75.392
2003-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-09,All Items Less Accommodation,75.027
2003-10,All Items,75.34
2003-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-10,All Items Less Accommodation,75
2003-11,All Items,75.443
2003-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-11,All Items Less Accommodation,75.12
2003-12,All Items,75.578
2003-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2003-12,All Items Less Accommodation,75.276
2004-01,All Items,75.741
2004-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-01,All Items Less Accommodation,76.118
2004-02,All Items,76.613
2004-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-02,All Items Less Accommodation,76.228
2004-03,All Items,76.051
2004-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-03,All Items Less Accommodation,76.137
2004-04,All Items,76.564
2004-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-04,All Items Less Accommodation,76.244
2004-05,All Items,76.747
2004-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-05,All Items Less Accommodation,76.455
2004-06,All Items,76.147
2004-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-06,All Items Less Accommodation,76.312
2004-07,All Items,76.758
2004-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-07,All Items Less Accommodation,76.537
2004-08,All Items,76.659
2004-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-08,All Items Less Accommodation,76.423
2004-09,All Items,76.816
2004-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-09,All Items Less Accommodation,76.659
2004-10,All Items,76.788
2004-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-10,All Items Less Accommodation,76.563
2004-11,All Items,76.767
2004-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-11,All Items Less Accommodation,76.545
2004-12,All Items,76.569
2004-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2004-12,All Items Less Accommodation,76.319
2005-01,All Items,76.038
2005-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-01,All Items Less Accommodation,76.47
2005-02,All Items,76.597
2005-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-02,All Items Less Accommodation,76.35
2005-03,All Items,76.373
2005-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-03,All Items Less Accommodation,76.385
2005-04,All Items,76.843
2005-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-04,All Items Less Accommodation,76.62
2005-05,All Items,76.72
2005-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-05,All Items Less Accommodation,76.479
2005-06,All Items,76.02
2005-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-06,All Items Less Accommodation,76.238
2005-07,All Items,76.817
2005-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-07,All Items Less Accommodation,76.586
2005-08,All Items,77.18
2005-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-08,All Items Less Accommodation,77.009
2005-09,All Items,77.289
2005-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-09,All Items Less Accommodation,77.22
2005-10,All Items,77.604
2005-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-10,All Items Less Accommodation,77.493
2005-11,All Items,77.509
2005-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-11,All Items Less Accommodation,77.384
2005-12,All Items,77.534
2005-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2005-12,All Items Less Accommodation,77.406
2006-01,All Items,77.355
2006-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-01,All Items Less Accommodation,77.675
2006-02,All Items,77.509
2006-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-02,All Items Less Accommodation,77.369
2006-03,All Items,77.252
2006-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-03,All Items Less Accommodation,77.377
2006-04,All Items,77.673
2006-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-04,All Items Less Accommodation,77.538
2006-05,All Items,77.556
2006-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-05,All Items Less Accommodation,77.404
2006-06,All Items,77.069
2006-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-06,All Items Less Accommodation,77.141
2006-07,All Items,77.651
2006-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-07,All Items Less Accommodation,77.509
2006-08,All Items,77.694
2006-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-08,All Items Less Accommodation,77.551
2006-09,All Items,77.627
2006-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-09,All Items Less Accommodation,77.554
2006-10,All Items,77.93
2006-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-10,All Items Less Accommodation,77.831
2006-11,All Items,77.93
2006-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-11,All Items Less Accommodation,77.826
2006-12,All Items,78.161
2006-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2006-12,All Items Less Accommodation,78.086
2007-01,All Items,76.904
2007-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-01,All Items Less Accommodation,77.843
2007-02,All Items,77.479
2007-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-02,All Items Less Accommodation,77.881
2007-03,All Items,77.43
2007-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-03,All Items Less Accommodation,77.696
2007-04,All Items,78.025
2007-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-04,All Items Less Accommodation,78.029
2007-05,All Items,78.537
2007-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-05,All Items Less Accommodation,78.261
2007-06,All Items,78.384
2007-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-06,All Items Less Accommodation,78.443
2007-07,All Items,79.958
2007-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-07,All Items Less Accommodation,79.691
2007-08,All Items,80.374
2007-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-08,All Items Less Accommodation,79.994
2007-09,All Items,79.963
2007-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-09,All Items Less Accommodation,79.912
2007-10,All Items,81.095
2007-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-10,All Items Less Accommodation,80.694
2007-11,All Items,81.716
2007-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-11,All Items Less Accommodation,81.13
2007-12,All Items,81.147
2007-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2007-12,All Items Less Accommodation,82.412
2008-01,All Items,82.002
2008-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,82.669
2008-01,All Items Less Accommodation,82.587
2008-02,All Items,82.558
2008-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,82.939
2008-02,All Items Less Accommodation,82.824
2008-03,All Items,82.632
2008-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,82.634
2008-03,All Items Less Accommodation,82.827
2008-04,All Items,83.933
2008-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.717
2008-04,All Items Less Accommodation,83.526
2008-05,All Items,84.451
2008-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.963
2008-05,All Items Less Accommodation,83.744
2008-06,All Items,84.296
2008-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.457
2008-06,All Items Less Accommodation,83.67
2008-07,All Items,85.216
2008-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,84.228
2008-07,All Items Less Accommodation,83.931
2008-08,All Items,85.544
2008-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,84.291
2008-08,All Items Less Accommodation,83.957
2008-09,All Items,85.361
2008-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.882
2008-09,All Items Less Accommodation,83.895
2008-10,All Items,86.304
2008-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,84.818
2008-10,All Items Less Accommodation,84.473
2008-11,All Items,86.245
2008-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,84.638
2008-11,All Items Less Accommodation,84.274
2008-12,All Items,85.501
2008-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.715
2008-12,All Items Less Accommodation,83.764
2009-01,All Items,85.507
2009-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.696
2009-01,All Items Less Accommodation,83.273
2009-02,All Items,85.236
2009-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.397
2009-02,All Items Less Accommodation,82.966
2009-03,All Items,84.751
2009-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,82.888
2009-03,All Items Less Accommodation,82.874
2009-04,All Items,84.206
2009-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,82.313
2009-04,All Items Less Accommodation,82.34
2009-05,All Items,84.656
2009-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,82.904
2009-05,All Items Less Accommodation,82.479
2009-06,All Items,84.283
2009-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,82.541
2009-06,All Items Less Accommodation,82.604
2009-07,All Items,85.003
2009-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.434
2009-07,All Items Less Accommodation,83.053
2009-08,All Items,85.307
2009-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.834
2009-08,All Items Less Accommodation,83.484
2009-09,All Items,85.008
2009-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.54
2009-09,All Items Less Accommodation,83.401
2009-10,All Items,85.521
2009-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,84.175
2009-10,All Items Less Accommodation,83.843
2009-11,All Items,85.566
2009-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,84.254
2009-11,All Items Less Accommodation,83.927
2009-12,All Items,85.05
2009-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,83.669
2009-12,All Items Less Accommodation,83.864
2010-01,All Items,85.682
2010-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,84.41
2010-01,All Items Less Accommodation,84.093
2010-02,All Items,86.048
2010-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,84.841
2010-02,All Items Less Accommodation,84.547
2010-03,All Items,86.115
2010-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,84.896
2010-03,All Items Less Accommodation,84.794
2010-04,All Items,86.901
2010-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,85.78
2010-04,All Items Less Accommodation,85.517
2010-05,All Items,87.402
2010-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.303
2010-05,All Items Less Accommodation,86.062
2010-06,All Items,86.567
2010-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,85.266
2010-06,All Items Less Accommodation,85.465
2010-07,All Items,87.676
2010-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.458
2010-07,All Items Less Accommodation,86.186
2010-08,All Items,88.081
2010-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.86
2010-08,All Items Less Accommodation,86.601
2010-09,All Items,88.129
2010-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,86.746
2010-09,All Items Less Accommodation,86.538
2010-10,All Items,88.525
2010-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.075
2010-10,All Items Less Accommodation,86.792
2010-11,All Items,88.818
2010-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.294
2010-11,All Items Less Accommodation,87.01
2010-12,All Items,88.954
2010-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,87.287
2010-12,All Items Less Accommodation,87.465
2011-01,All Items,90.405
2011-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.823
2011-01,All Items Less Accommodation,88.578
2011-02,All Items,90.339
2011-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.616
2011-02,All Items Less Accommodation,88.344
2011-03,All Items,90.458
2011-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.573
2011-03,All Items Less Accommodation,88.326
2011-04,All Items,90.774
2011-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.744
2011-04,All Items Less Accommodation,89.093
2011-05,All Items,91.318
2011-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,89.205
2011-05,All Items Less Accommodation,88.895
2011-06,All Items,91.103
2011-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,88.761
2011-06,All Items Less Accommodation,88.89
2011-07,All Items,92.448
2011-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,90.094
2011-07,All Items Less Accommodation,89.777
2011-08,All Items,93.115
2011-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,90.691
2011-08,All Items Less Accommodation,90.385
2011-09,All Items,92.941
2011-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,90.412
2011-09,All Items Less Accommodation,90.13
2011-10,All Items,93.322
2011-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,90.658
2011-10,All Items Less Accommodation,90.322
2011-11,All Items,93.842
2011-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,91.133
2011-11,All Items Less Accommodation,90.808
2011-12,All Items,93.877
2011-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,91.044
2011-12,All Items Less Accommodation,91.187
2012-01,All Items,94.748
2012-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,91.928
2012-01,All Items Less Accommodation,91.616
2012-02,All Items,94.491
2012-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,91.506
2012-02,All Items Less Accommodation,91.16
2012-03,All Items,95.207
2012-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.21
2012-03,All Items Less Accommodation,91.939
2012-04,All Items,95.718
2012-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.676
2012-04,All Items Less Accommodation,92.356
2012-05,All Items,95.917
2012-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.793
2012-05,All Items Less Accommodation,92.469
2012-06,All Items,95.924
2012-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.688
2012-06,All Items Less Accommodation,92.348
2012-07,All Items,96.146
2012-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,92.834
2012-07,All Items Less Accommodation,92.487
2012-08,All Items,96.744
2012-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,93.416
2012-08,All Items Less Accommodation,93.086
2012-09,All Items,97.298
2012-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,93.98
2012-09,All Items Less Accommodation,93.641
2012-10,All Items,97.1
2012-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,93.677
2012-10,All Items Less Accommodation,93.313
2012-11,All Items,97.225
2012-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,93.744
2012-11,All Items Less Accommodation,93.372
2012-12,All Items,97.936
2012-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,94.491
2012-12,All Items Less Accommodation,94.151
2013-01,All Items,98.121
2013-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,94.609
2013-01,All Items Less Accommodation,94.25
2013-02,All Items,99.107
2013-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.678
2013-02,All Items Less Accommodation,95.354
2013-03,All Items,98.574
2013-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,94.998
2013-03,All Items Less Accommodation,94.633
2013-04,All Items,97.112
2013-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,93.226
2013-04,All Items Less Accommodation,93.47
2013-05,All Items,97.457
2013-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,93.573
2013-05,All Items Less Accommodation,93.087
2013-06,All Items,97.656
2013-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,93.754
2013-06,All Items Less Accommodation,93.274
2013-07,All Items,97.929
2013-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,94.014
2013-07,All Items Less Accommodation,94.005
2013-08,All Items,98.718
2013-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,94.886
2013-08,All Items Less Accommodation,94.447
2013-09,All Items,98.865
2013-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.032
2013-09,All Items Less Accommodation,94.574
2013-10,All Items,99.02
2013-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.197
2013-10,All Items Less Accommodation,95.175
2013-11,All Items,99.72
2013-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.001
2013-11,All Items Less Accommodation,95.581
2013-12,All Items,99.404
2013-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.637
2013-12,All Items Less Accommodation,95.199
2014-01,All Items,99.506
2014-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.708
2014-01,All Items Less Accommodation,95.271
2014-02,All Items,99.484
